origin_country,time_position,last_contact,longitude,latitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,baro_altitude,position_source,timestamp
Portugal,1650480260,1650480260,-37.9532,-10.9894,12900.66,False,240.03,207.99,0.33,12192,0,1650480261
Brazil,1650480260,1650480261,-46.9287,-22.6863,7216.14,False,178.34,223.13,-3.9,6865.62,0,1650480261
Germany,1650480261,1650480261,2.0337,48.3875,10340.34,False,224.33,64.02,0,10355.58,0,1650480261
United States,1650480007,1650480007,-113.4093,33.8891,1988.82,False,50.92,251.75,0.65,1981.2,0,1650480261
Chile,1650480249,1650480249,-68.4727,18.3588,2545.08,False,121.42,257.02,2.28,2415.54,0,1650480261
United States,1650480261,1650480261,-97.6178,30.3085,358.14,False,66.9,102.43,0.33,365.76,0,1650480261
United States,1650480258,1650480258,-122.3047,47.5379,,True,0,137.81,,,0,1650480261
Brazil,1650480260,1650480261,-47.955,-21.9888,4602.48,False,109.82,173.27,1.63,4381.5,0,1650480261
United States,1650480261,1650480261,-105.1287,39.9922,2293.62,False,80.93,176.36,-0.33,2324.1,0,1650480261
Germany,1650480261,1650480261,3.4033,52.2515,11247.12,False,235.58,111.52,0,11285.22,0,1650480261
United States,1650480261,1650480261,-76.3754,40.6854,9334.5,False,215.55,282.54,0,9144,0,1650480261
Germany,1650480261,1650480261,8.5307,50.0437,,True,18.01,101.25,,,0,1650480261
United States,1650480247,1650480256,-75.2014,39.8795,91.44,False,69.63,255.45,-3.9,-15.24,0,1650480261
United States,1650480261,1650480261,-105.2213,39.8509,5036.82,False,171.34,271.03,7.48,4998.72,0,1650480261
Hungary,1650480261,1650480261,5.6577,42.6163,10942.32,False,245.45,51.04,0,10972.8,0,1650480261
United States,1650480260,1650480261,-97.4515,43.9735,10035.54,False,254.59,79.76,-0.33,10066.02,0,1650480261
United States,1650480261,1650480261,-85.7547,31.9146,960.12,False,57.42,292.66,0.98,868.68,0,1650480261
Hungary,1650480261,1650480261,20.8275,44.1534,10584.18,False,200.94,331.73,0,10668,0,1650480261
United States,1650480261,1650480261,-80.3062,26.1054,4381.5,False,173.79,318.24,11.7,4175.76,0,1650480261
Hungary,1650480261,1650480261,15.6797,52.2257,11513.82,False,236.02,325.48,0,11574.78,0,1650480261
Hungary,1650480261,1650480261,11.9966,53.2466,10942.32,False,242.4,259.98,0,10972.8,0,1650480261
Hungary,1650480260,1650480261,29.7661,37.2924,10812.78,False,263.71,145.41,0,10668,0,1650480261
United States,1650480261,1650480261,-96.8761,33.0623,579.12,False,38.12,158.63,-0.65,640.08,0,1650480261
United States,1650480260,1650480261,-90.3008,38.732,1143,False,111.14,88.94,16.58,1165.86,0,1650480261
Austria,1650480261,1650480261,16.5223,48.1224,571.5,False,81.2,261.25,10.73,533.4,0,1650480261
United States,1650480259,1650480259,-73.882,40.7701,,True,0.51,225,,,0,1650480261
United Kingdom,1650480261,1650480261,29.4235,42.872,10538.46,False,262.97,116.87,-0.98,10660.38,0,1650480261
United States,1650480261,1650480261,-80.2543,37.1805,10668,False,219.06,223.48,0,10363.2,0,1650480261
United States,1650480100,1650480115,-96.6345,43.5712,2148.84,False,153.92,63.61,10.08,2240.28,0,1650480261
United States,1650480261,1650480261,-116.2882,43.675,2270.76,False,114.45,294.15,-12.03,2286,0,1650480261
United States,1650480261,1650480261,-98.2776,29.2224,845.82,False,51,351.3,0.98,838.2,0,1650480261
United States,1650480260,1650480260,-122.4651,48.1598,617.22,False,69.72,154.19,-0.98,701.04,0,1650480261
United States,1650480259,1650480259,-123.5046,48.1408,350.52,False,55.29,95.34,0,464.82,0,1650480261
Canada,1650480261,1650480261,-111.9285,42.0637,12306.3,False,230.72,182.68,0,12192,0,1650480261
United States,1650480234,1650480235,-87.9202,41.9704,,True,0.51,270,,,0,1650480261
United States,1650480261,1650480261,-71.1786,42.466,2446.02,False,149.39,105.38,-5.2,2438.4,0,1650480261
United States,1650480092,1650480101,-87.008,41.5345,632.46,False,55.56,180,-2.6,640.08,0,1650480261
United States,1650479643,1650480048,-80.2816,27.5411,3276.6,False,136.49,182.81,-5.53,3200.4,0,1650480261
United States,1650480261,1650480261,12.0999,39.7721,13837.92,False,245.55,154.83,-0.33,13716,0,1650480261
United States,1650480261,1650480261,-81.8723,42.488,6164.58,False,167.08,263.99,-9.75,6080.76,0,1650480261
United States,1650480261,1650480261,-98.3792,29.4955,1196.34,False,143.39,68.31,13,1173.48,0,1650480261
United States,1650480261,1650480261,-70.4139,18.4616,10927.08,False,248.52,349.5,0,10355.58,0,1650480261
Hungary,1650480261,1650480261,13.226,48.0517,11513.82,False,218.79,321.97,0,11567.16,0,1650480261
Poland,1650480261,1650480261,-4.6628,54.0608,190.5,False,56.06,317.23,0.65,129.54,0,1650480261
Mexico,1650480261,1650480261,-98.9995,28.4206,8968.74,False,223.18,207.16,5.53,8580.12,0,1650480261
Hungary,1650480261,1650480261,-0.4528,51.973,1615.44,False,142.37,231.31,-2.6,1546.86,0,1650480261
United States,1650480261,1650480261,-82.6921,27.3501,6545.58,False,211.5,158.3,-9.43,6256.02,0,1650480261
United States,1650480258,1650480258,-82.355,43.0946,1181.1,False,71.04,177.92,-0.33,1135.38,0,1650480261
Austria,1650480261,1650480261,1.8407,43.9727,11330.94,False,225.52,59.57,-2.93,11361.42,0,1650480261
Spain,1650480261,1650480261,4.5845,44.2239,6080.76,False,155.69,147.41,-13,5989.32,0,1650480261
Switzerland,1650480261,1650480261,-64.4012,44.284,12161.52,False,207.98,250.04,0,12192,0,1650480261
United States,1650480261,1650480261,-85.3705,39.3218,9349.74,False,232.45,348.64,0,9144,0,1650480261
Chile,1650480255,1650480255,-75.6045,-5.7399,11361.42,False,227.63,34.88,0.33,10675.62,0,1650480261
Spain,1650480260,1650480261,-70.4106,13.8323,12260.58,False,220.13,234.42,0,11582.4,0,1650480261
Spain,1650480254,1650480261,-4.8566,37.011,5074.92,False,187.96,168.47,-4.88,5059.68,0,1650480261
Chile,1650480216,1650480218,-76.0938,-4.9513,11978.64,False,226.41,15.55,-0.33,11269.98,0,1650480261
United States,1650480218,1650480218,-83.4515,42.6691,426.72,False,54.8,147.65,-3.9,365.76,0,1650480261
United States,1650480261,1650480261,-112.7759,41.4303,10172.7,False,292.09,85.45,0,10058.4,0,1650480261
United States,1650480260,1650480260,-105.582,34.3581,11963.4,False,206.05,276.45,0,11582.4,0,1650480261
Mexico,1650480259,1650480261,-115.0945,31.7713,11704.32,False,250.24,126.3,-0.33,11277.6,0,1650480261
United States,1650480260,1650480261,-84.492,33.2792,876.3,False,73.52,309.04,2.28,762,0,1650480261
Austria,1650480257,1650480257,2.3593,48.7309,,True,0,163.12,,,0,1650480261
Germany,1650480261,1650480261,3.3951,50.4681,11849.1,False,214.66,21.95,0,11887.2,0,1650480261
Germany,1650480158,1650480158,19.2651,47.4357,,True,6.17,132.19,,,0,1650480261
United States,1650480251,1650480251,-112.555,33.8285,1059.18,False,47.1,111.8,0.33,1120.14,0,1650480261
Germany,1650480261,1650480261,8.7017,45.8006,3627.12,False,120.43,33.15,13,3596.64,0,1650480261
United States,1650480258,1650480258,-84.2866,30.7336,2865.12,False,140.95,227.81,-12.03,1798.32,0,1650480261
United States,1650480194,1650480245,-79.7922,27.3648,9494.52,False,169.4,148.92,0,9144,0,1650480261
Germany,1650480261,1650480261,8.2546,44.2475,11574.78,False,236.09,44.74,0,11574.78,0,1650480261
Germany,1650480261,1650480261,11.7995,48.1782,2293.62,False,159.02,290.25,-11.05,2270.76,0,1650480261
Germany,1650480261,1650480261,7.7421,50.0996,3345.18,False,133.29,106.83,-4.55,3307.08,0,1650480261
Germany,1650480261,1650480261,8.5092,49.9326,2735.58,False,141.62,249.59,-4.23,2697.48,0,1650480261
Germany,1650480261,1650480261,5.844,43.9011,11582.4,False,237.21,22.17,0,11590.02,0,1650480261
Spain,1650480240,1650480240,-69.6714,18.4295,,True,5.66,284.06,,,0,1650480261
United States,1650480261,1650480261,-85.0827,33.1105,3672.84,False,161.54,53.68,-4.55,3489.96,0,1650480261
United States,1650480261,1650480261,-118.9525,46.5765,8770.62,False,196.76,272.85,0.65,8930.64,0,1650480261
United States,1650480238,1650480260,-91.7244,35.1832,10142.22,False,171.52,232.92,-17.56,9852.66,0,1650480261
Germany,1650480261,1650480261,6.6568,50.3135,6728.46,False,199.86,106.76,-10.73,6675.12,0,1650480261
Germany,1650480261,1650480261,4.6949,45.7427,11269.98,False,230.16,236.95,0,11285.22,0,1650480261
Germany,1650480110,1650480115,6.772,51.2838,,True,0,143.44,,,0,1650480261
Germany,1650480261,1650480261,0.1367,51.3666,3154.68,False,146.37,104.87,7.15,3116.58,0,1650480261
United States,1650480160,1650480160,-97.9607,46.1788,10858.5,False,214.94,282.44,0,10988.04,0,1650480261
United States,1650480261,1650480261,-119.6029,47.7711,9547.86,False,202.61,325.87,0,9753.6,0,1650480261
Germany,1650480261,1650480261,10.5073,55.0242,11567.16,False,222.74,197.47,-0.33,11582.4,0,1650480261
United States,1650480261,1650480261,-81.0478,31.7429,6362.7,False,184.09,195.4,-1.63,6103.62,0,1650480261
Germany,1650480261,1650480261,12.1281,42.0509,1280.16,False,95.84,165.07,0,1242.06,0,1650480261
United States,1650480257,1650480259,-122.5686,40.7878,10370.82,False,241.88,1.58,0,10363.2,0,1650480261
United States,1650480261,1650480261,-84.7901,33.7891,2232.66,False,138.4,172.95,-7.48,2125.98,0,1650480261
Germany,1650480261,1650480261,2.7906,51.6796,10584.18,False,221.29,275.74,-9.43,10591.8,0,1650480261
Germany,1650480261,1650480261,-0.4269,51.4647,617.22,False,74.59,90,11.7,579.12,0,1650480261
United States,1650480259,1650480261,-92.2096,43.452,8282.94,False,240.71,123.32,-0.33,8229.6,0,1650480261
Germany,1650480261,1650480261,8.6109,50.1711,3497.58,False,206.06,247.85,-5.2,3444.24,0,1650480261
United States,1650480261,1650480261,-75.8499,37.8009,11833.86,False,234.9,206.12,3.58,11590.02,0,1650480261
United States,1650480252,1650480252,-111.4062,33.3064,1127.76,False,50.39,27.35,5.85,1158.24,0,1650480261
Austria,1650480261,1650480261,-0.5622,47.4752,10942.32,False,224.3,53.39,0,10972.8,0,1650480261
United States,1650480192,1650480193,-85.9323,39.3515,1021.08,False,56.55,148.77,0,990.6,0,1650480261
United States,1650480257,1650480257,-82.4342,27.4094,152.4,False,40.46,78.26,0.33,121.92,0,1650480261
Estonia,1650480186,1650480190,17.9437,59.6526,,True,0,295.31,,,0,1650480261
United States,1650480260,1650480261,-116.4249,33.5484,4396.74,False,151.5,250.15,-1.63,4290.06,0,1650480261
United States,1650480261,1650480261,-176.4178,52.1187,10401.3,False,287.09,33.01,0,10668,0,1650480261
United States,1650480261,1650480261,-85.4591,33.5064,6934.2,False,220.8,257.49,5.53,6675.12,0,1650480261
Hungary,1650480261,1650480261,11.1303,44.7232,1508.76,False,104.27,245.21,-4.88,1470.66,0,1650480261
United States,1650480261,1650480261,-80.7644,32.4683,11018.52,False,237.23,25.56,0,10668,0,1650480261
Hungary,1650480261,1650480261,18.7698,66.4124,11940.54,False,220.45,184.82,0,11887.2,0,1650480261
United States,1650480261,1650480261,-85.3961,41.6617,12031.98,False,254.28,124.37,0.33,11887.2,0,1650480261
United States,1650480197,1650480260,-94.243,30.6318,7322.82,False,183.94,246.95,-10.08,7048.5,0,1650480261
United States,1650480256,1650480256,-81.0281,33.864,5227.32,False,170.42,77.98,-0.33,5052.06,0,1650480261
United States,1650480260,1650480260,-77.4753,38.2615,304.8,False,50.58,279.37,2.93,213.36,0,1650480261
United States,1650480261,1650480261,-118.3447,33.8058,91.44,False,32.72,306.69,2.93,129.54,0,1650480261
Austria,1650480216,1650480216,5.9652,46.1401,1905,False,112.5,63.08,-3.9,1211.58,0,1650480261
United States,1650480091,1650480091,-80.2008,25.7678,220.98,False,46.71,187.59,0,182.88,0,1650480261
United States,1650480261,1650480261,-94.2741,42.0962,7376.16,False,223.8,3.95,-0.65,7315.2,0,1650480261
Austria,1650480053,1650480053,-3.364,55.9508,,True,3.34,205.31,,,0,1650480261
United States,1650480261,1650480261,-103.3687,37.5033,9357.36,False,200.64,269.71,0.33,9136.38,0,1650480261
United States,1650480252,1650480253,-117.2019,32.7344,,True,2.31,168.75,,,0,1650480261
United States,1650480261,1650480261,-71.286,41.7889,723.9,False,83.02,176.09,-0.33,670.56,0,1650480261
United States,1650480261,1650480261,-84.6304,27.0873,11414.76,False,252.58,201.76,-0.33,10972.8,0,1650480261
United States,1650480261,1650480261,-121.2067,36.4241,9685.02,False,243.82,138.51,0,9448.8,0,1650480261
United States,1650480261,1650480261,-86.9331,32.3774,6705.6,False,81.8,270,0,6431.28,0,1650480261
United States,1650480261,1650480261,-90.333,38.7047,960.12,False,60.64,165.26,10.73,975.36,0,1650480261
Greece,1650480100,1650480257,32.5608,34.7101,6568.44,False,212.65,272.36,8.78,7315.2,0,1650480261
Greece,1650480261,1650480261,12.6952,48.4445,10927.08,False,227.01,304.19,0.33,10980.42,0,1650480261
United States,1650480261,1650480261,-76.1132,40.6581,4815.84,False,164.72,282.99,0,4747.26,0,1650480261
Greece,1650480261,1650480261,24.6675,37.9071,4114.8,False,149.78,311.52,-9.75,4015.74,0,1650480261
Greece,1650480259,1650480260,24.3435,38.3691,3116.58,False,194.63,186.37,-13.33,3025.14,0,1650480261
United States,1650480260,1650480260,-90.7835,31.0423,8214.36,False,131.86,249.44,0,7924.8,0,1650480261
United States,1650480261,1650480261,-74.6916,40.6138,11704.32,False,194.35,231.34,-0.33,11582.4,0,1650480261
United Kingdom,1650480257,1650480260,-2.7297,49.4314,601.98,False,77.93,85.46,-2.28,548.64,0,1650480261
United States,1650480112,1650480113,-87.93,42.0028,198.12,False,73.06,89.19,-3.58,190.5,0,1650480261
United States,1650480261,1650480261,-122.4459,47.0018,845.82,False,75.8,31.96,-0.98,975.36,0,1650480261
United States,1650480145,1650480145,-80.8054,33.9458,11628.12,False,233.41,38.11,0,11277.6,0,1650480261
Austria,1650480198,1650480238,7.1538,43.5618,662.94,False,68,356.96,-3.25,640.08,0,1650480261
United States,1650480261,1650480261,-119.6484,36.9522,11224.26,False,221.05,343.51,0,10972.8,0,1650480261
United States,1650480258,1650480259,-82.4084,31.8193,9174.48,False,232.58,319.93,0,8839.2,0,1650480261
United States,1650480260,1650480260,-115.1541,35.7491,2811.78,False,85.89,60.98,-2.28,2773.68,0,1650480261
United States,1650480203,1650480252,-93.0461,29.8875,12001.5,False,199.26,283.89,0,11582.4,0,1650480261
Austria,1650480261,1650480261,4.1516,48.9104,6964.68,False,224.55,99.89,6.83,6896.1,0,1650480261
United States,1650480060,1650480060,-93.2223,44.8936,259.08,False,69.97,121.47,-3.9,335.28,0,1650480261
United States,1650480261,1650480261,-93.2817,43.6064,7193.28,False,221.75,3.99,-14.63,7139.94,0,1650480261
United States,1650480261,1650480261,-84.4567,33.712,12237.72,False,237.04,167.59,-0.33,11887.2,0,1650480261
United States,1650480051,1650480089,-73.7643,40.6246,45.72,False,53.99,300.96,-0.98,-68.58,0,1650480261
United States,1650480261,1650480261,-74.5719,40.4017,1463.04,False,136.89,63.43,0.33,1402.08,0,1650480261
United States,1650480261,1650480261,-111.7606,40.0825,2628.9,False,41,197.53,2.28,2598.42,0,1650480261
Canada,1650480260,1650480260,-123.6952,48.9121,685.8,False,43.01,143.27,0,792.48,0,1650480261
United States,1650480112,1650480112,-87.0852,28.1056,11109.96,False,258.34,108.58,0.33,10668,0,1650480261
United States,1650480261,1650480261,-90.7577,42.6622,10477.5,False,213.45,290.75,0,10363.2,0,1650480261
United States,1650480261,1650480261,-113.611,36.6772,9037.32,False,211.51,250.68,-16.26,8587.74,0,1650480261
United States,1650480261,1650480261,-89.3406,43.1598,304.8,False,65.37,181.8,-3.58,335.28,0,1650480261
United States,1650480261,1650480261,-84.1898,36.0395,3665.22,False,172.86,37.38,8.13,3512.82,0,1650480261
United States,1650480260,1650480260,-78.9571,39.7409,7132.32,False,152.04,78.88,0.65,7002.78,0,1650480261
United States,1650480260,1650480261,-85.2314,36.4829,12458.7,False,221.61,351.46,0,12192,0,1650480261
Canada,1650480261,1650480261,-72.1242,46.0079,2918.46,False,151.95,241.27,-0.65,2987.04,0,1650480261
United States,1650480260,1650480260,-72.1187,41.0777,815.34,False,60.39,45,0.33,731.52,0,1650480261
United States,1650480261,1650480261,-81.4157,31.2879,14028.42,False,240.34,23.33,-0.65,13716,0,1650480261
United States,1650480260,1650480261,-96.5809,33.9586,6606.54,False,153.85,13.34,0,6400.8,0,1650480261
United States,1650480235,1650480235,-86.4366,33.1576,1546.86,False,91.8,153,-0.98,1463.04,0,1650480261
United States,1650480261,1650480261,-112.8812,44.5407,10927.08,False,197.67,312.79,0,10972.8,0,1650480261
United States,1650480260,1650480260,-85.4479,32.6311,449.58,False,47.32,281.92,0,373.38,0,1650480261
United States,1650480240,1650480243,-83.4679,41.259,434.34,False,60.41,4.89,-1.63,381,0,1650480261
India,1650480258,1650480261,73.3974,21.7457,10561.32,False,218.79,164.59,5.53,10081.26,0,1650480261
United States,1650480102,1650480102,-122.2133,37.7116,,True,0.06,36.56,,,0,1650480261
